Customer Success Associate,Parent Restaurant name,Unique Location ID,Highest Product,# Printers,# Tablets,Orders Week 2,Orders Week 1,Printed Orders Week 2,Printed Orders Week 1,Cancellations Week 2,Cancellations Week 1,Missed Orders Week 2,Missed Orders Week 1,Average Order ValueMonth 2,Average Order Value Month 1,Last Product Usage Date,Payment Status,Activation Date,Number of online delivery partners
Alex,Restaurant 191,578b4e53-d431-4c30-ba87-351b11f8b8a4,POS Integration,0,1,,,,,,,,,,,,Canceled,11/25/2020,0
Alex,Restaurant 705,3886ce08-f04d-4c07-91bf-f49397eb26cf,POS Integration,0,1,218,227,0,0,2,5,0,0,29.47,29.6,1/15/2022 10:55 AM,Active,6/30/2020,2
Alex,Restaurant 416,21a0bb23-550c-403b-ba0d-2c16d0c97f61,POS Integration,0,0,0,0,0,0,0,0,0,0,,38.12,12/8/2021 6:22 AM,Canceled,2/8/2021,0
Alex,Restaurant 956,4a537c70-94ba-4118-92d7-6c6baabec8b8,Premium + POS,0,0,33,37,0,0,0,0,0,0,32.39,33.43,8/5/2021 7:18 AM,Canceled,8/2/2021,1
Alex,Restaurant 921,bd47ac9d-1771-4395-93ee-c32e76feea05,POS Integration,0,0,96,137,0,0,2,3,0,0,34.12,33.95,1/15/2022 8:02 AM,Active,11/16/2020,2
Alex,Restaurant 965,dc186445-c1be-4bec-b54e-cd05e71b5a95,Order Manager,1,1,27,40,27,40,0,0,0,0,30.61,27.28,1/15/2022 10:41 AM,Active,12/21/2020,1
Alex,Restaurant 172,8877c1dd-ece4-43e5-96da-02690675c257,Order Manager,0,1,17,21,0,0,0,0,0,0,65.51,48.52,,Canceled,6/10/2020,1
Alex,Restaurant 576,25466471-438c-4e92-b649-e83e0b7e2125,Premium + POS,1,1,29,22,0,0,0,1,0,0,33.88,33.03,1/6/2022 5:10 AM,Active,4/26/2021,0
Alex,Restaurant 158,71b24a4c-4600-44eb-9526-8daf7cf00e96,POS Integration,1,1,32,35,0,0,0,5,0,0,38.45,35.92,,Paused,6/30/2020,1
Alex,Restaurant 911,6d43b883-d2c0-43c7-8868-a4cca0329fdb,Premium + POS,0,1,19,17,0,0,0,0,0,0,27.09,23.72,,Canceled,10/22/2021,1
Alex,Restaurant 898,b3bfc923-65ab-4c3a-80a2-0a604ea79bc4,POS Integration,0,1,3,30,0,0,0,0,0,0,22.24,18.61,1/14/2022 5:33 AM,Paused,6/2/2020,0
Alex,Restaurant 576,3f8d71bb-db91-4ab1-94fe-d86b60376770,Premium,1,1,258,270,255,269,2,3,0,0,41.4,35.82,1/15/2022 8:07 AM,Active,4/26/2021,2
Alex,Restaurant 705,b0de0ae5-894f-4ebf-aa2c-ffd7dd7df0b1,POS Integration,0,1,208,204,0,0,4,6,0,0,26.54,27.19,10/18/2021 6:20 PM,Active,6/30/2020,2
Alex,Restaurant 77,c13f7f13-5ca8-4088-b49a-bb03b64989d4,Premium + POS,0,1,473,467,0,0,3,4,0,0,23.06,22.94,1/15/2022 10:52 AM,Active,2/12/2021,2
Alex,Restaurant 564,d6d3fc6a-dfc1-464c-b406-cde89d480704,Premium + POS,1,1,87,92,86,90,2,3,0,0,28.41,26.51,1/15/2022 10:54 AM,Active,7/1/2021,2
Alex,Restaurant 1110,5c38ecb7-86fa-4225-8b67-351c5e1d534d,Premium + POS,0,0,51,52,0,0,2,0,0,0,29.19,31.91,9/25/2021 4:34 AM,Active,5/13/2021,2
Alex,Restaurant 944,cafc5d1a-e9cd-4ea8-bbf3-6e1d7ade7d8a,Premium + POS,0,1,1343,1316,0,0,18,24,0,0,31.66,30.38,1/15/2022 10:55 AM,Active,5/14/2021,2
Alex,Restaurant 944,40208e4e-533e-4dd5-a8f9-0d1872fd2b63,Premium + POS,0,1,556,547,0,0,8,10,0,0,31.15,30.31,1/15/2022 10:16 AM,Active,5/14/2021,2
Alex,Restaurant 944,936e1c7c-334e-4ab4-9f94-c64723900e6b,Premium + POS,0,1,216,227,0,0,0,3,0,0,33.95,33.61,1/15/2022 10:42 AM,Active,5/11/2021,2
Alex,Restaurant 588,826b222d-974f-46ef-b312-709c32d3b5bc,Premium + POS,0,0,139,246,0,0,1,3,0,0,25.74,26.84,1/13/2022 3:11 AM,Active,12/11/2020,2
Alex,Restaurant 944,511252cc-d923-4e77-b78b-98f1525f3e06,Premium + POS,0,1,443,429,0,0,4,3,0,0,28.96,28.66,1/15/2022 4:15 AM,Active,5/14/2021,2
Alex,Restaurant 220,1324c558-e2c8-460b-a4f3-12f90ed67795,Premium + POS,0,1,287,244,0,0,2,3,0,0,25.5,24.1,10/27/2021 11:26 AM,Active,6/10/2021,3
Alex,Restaurant 1110,49d36b8c-c1d3-4f4d-965c-725541124433,Premium + POS,0,0,84,84,0,0,1,3,0,0,25.13,25.38,8/2/2021 4:19 AM,Active,5/12/2021,2
Alex,Restaurant 605,f268531c-7b2f-46aa-94a3-0058d712659c,Premium + POS,0,1,15,2,0,0,1,0,0,0,55.81,43.52,1/15/2022 10:48 AM,Canceled,5/14/2021,1
Alex,Restaurant 141,7fb6f1ad-18e5-47d6-b785-44d15a972289,Premium + POS,0,0,0,0,0,0,0,0,0,0,32.9,93.13,11/24/2021 8:03 AM,Canceled,5/25/2021,0
Alex,Restaurant 799,fde4c680-f787-4322-b47f-4813fcaa6a8e,Premium + POS,0,1,17,13,0,0,1,0,0,0,23.94,21.2,12/21/2021 2:50 PM,Active,5/10/2021,0
Alex,Restaurant 698,67c90984-cd31-4a0b-b743-e8f46c487450,Premium + POS,0,0,188,191,0,0,0,1,0,0,29.33,28.33,1/6/2022 5:19 AM,Active,5/18/2021,2
Alex,Restaurant 711,479e9289-9ac9-4682-acd8-ae8493b4bd05,POS Integration,3,1,382,377,379,377,10,5,0,0,48.01,46.6,1/15/2022 10:58 AM,Active,7/16/2020,1
Alex,Restaurant 1101,3b5baac9-82f3-4fb2-a9ad-923ebf101d22,Premium + POS,0,1,30,34,0,0,1,2,0,0,31.9,30.27,1/15/2022 8:27 AM,Canceled,6/4/2021,1
Alex,Restaurant 552,eccdc55f-d2ba-422c-b58e-4fcc80c43f34,POS Integration,0,0,6,2,0,0,0,0,0,0,67.78,63.7,,Past_Due,10/14/2020,0
Alex,Restaurant 569,a83db0cd-f26e-4a3e-bba0-5de05ecf3113,POS Integration,1,1,0,0,0,0,0,0,0,0,,,9/2/2021 2:11 AM,Canceled,7/16/2020,0
Alex,Restaurant 716,757db3de-6066-468a-9f12-90c57d0b2e89,Premium + POS,0,0,252,243,0,0,0,1,0,0,35.34,34.59,1/15/2022 9:37 AM,Active,8/4/2020,1
Alex,Restaurant 1065,6d8405d1-86a8-412f-aa73-d9a6fb57251c,POS Integration,0,1,172,157,172,157,3,4,0,0,28.63,29.38,1/15/2022 10:48 AM,Active,9/28/2020,2
Alex,Restaurant 214,4dde4ec5-8509-4c85-8b7b-22346a92ada2,Premium + POS,0,1,79,66,0,0,1,0,0,1,29.4,28.89,1/15/2022 10:50 AM,Active,9/30/2020,2
Alex,Restaurant 601,dede6a01-d691-4ec6-b456-a3ab3333f2ad,Premium + POS,1,1,179,107,179,107,3,0,0,0,35.68,33.36,1/15/2022 4:06 AM,Active,9/25/2020,2
Alex,Restaurant 881,8e824683-e8a5-4a94-9fc6-f58d14ab844b,POS Integration,1,1,,,,,,,,,,,,Canceled,9/25/2020,0
Alex,Restaurant 274,2e3a45bd-d911-4ac0-83f4-6513483cc9de,POS Integration,0,1,81,104,0,0,5,12,0,0,23.08,22.37,1/15/2022 7:22 AM,Active,11/10/2020,2
Alex,Restaurant 638,bfa6fdc1-b85e-41d2-8157-c32a5c819562,Premium + POS,0,0,0,0,0,0,0,0,0,0,,30.8,,Active,1/7/2021,0
Alex,Restaurant 738,ae246823-030f-4217-a136-3ea39ab65c38,POS Integration,0,1,61,0,0,0,1,0,0,0,35.94,37.9,12/23/2021 4:18 AM,Canceled,12/17/2020,2
Alex,Restaurant 194,204ff10b-72fb-46b0-9e4e-6be26ed963d3,POS Integration,0,1,,,,,,,,,,,12/6/2021 11:27 PM,Canceled,1/8/2021,0
Alex,Restaurant 449,c156fa4b-d064-4726-9ff4-359c51b590b8,POS Integration,0,1,22,14,0,0,0,0,0,0,53.47,57.33,1/15/2022 10:13 AM,Active,12/4/2020,2
Alex,Restaurant 57,166c3da1-b676-44ef-9b67-14b1bdf90703,POS Integration,0,1,78,77,0,0,0,0,0,0,47.9,52.69,9/10/2021 9:01 AM,Active,10/12/2020,1
Alex,Restaurant 616,7e8758fa-7a2b-4852-a98b-a1a216c860d4,Premium + POS,0,1,145,150,0,0,0,1,0,0,31.18,32.34,1/15/2022 9:56 AM,Active,8/23/2021,2
Alex,Restaurant 139,b80f4093-853d-45bc-8390-303338f9860a,POS Integration,0,1,6,24,0,0,5,9,0,0,28.06,30.64,1/2/2022 1:36 AM,Active,3/9/2021,0
Alex,Restaurant 139,c6ee88aa-aad0-4ddc-8452-e4913a65eacf,POS Integration,0,1,109,97,0,0,3,2,0,0,36.47,35.5,1/15/2022 10:49 AM,Active,3/8/2021,2
Alex,Restaurant 604,9b15b17a-59c2-4430-a660-c59120836ff7,,0,1,187,230,178,219,6,6,0,0,26.71,25.39,1/15/2022 10:57 AM,Active,8/30/2021,2
Alex,Restaurant 617,7ecb6fcf-7adc-41c5-bee4-9856d3787bf7,Premium + POS,0,1,23,34,0,0,1,2,0,0,65.15,48.05,,Pending,12/1/2021,1
Alex,Restaurant 759,ed4c7617-1c42-4831-8b6d-714f608c3fe6,POS Integration,0,0,60,79,60,79,6,2,0,0,23.74,22.59,1/15/2022 10:56 AM,,12/23/2020,3
Alex,Restaurant 427,4fd756d9-3f91-4dac-95b5-fccc3298aaa5,Premium + POS,0,0,106,107,105,106,1,1,0,0,23.42,26.55,1/14/2022 11:28 AM,Active,6/1/2021,2
Alex,Restaurant 786,603c197f-bc2b-46d9-b0b0-5a4649a91086,Premium + POS,0,1,283,228,0,0,1,5,0,0,28.58,28.13,1/15/2022 4:48 AM,Active,10/30/2020,2
Alex,Restaurant 53,b0f82631-a0ee-480e-821a-c6a270417ee3,POS Integration,1,1,135,124,133,124,1,1,0,0,29.16,29.77,1/15/2022 8:17 AM,Active,9/14/2020,3
Alex,Restaurant 621,9b8b41be-6f1b-4c9e-bb95-88a579147c4f,POS Integration,1,1,1805,2260,1797,2237,18,23,0,0,36.19,33.61,1/15/2022 10:58 AM,Canceled,9/28/2020,2
Alex,Restaurant 431,9e3baf11-03ec-4fa1-9603-60286c078385,Premium + POS,0,0,21,37,0,0,0,0,0,0,36.28,35.84,,Active,5/27/2021,1
Alex,Restaurant 786,1701a5da-732f-4122-b77e-f3e48347f759,POS Integration,0,1,161,172,0,0,2,3,0,0,30.42,27.57,1/15/2022 5:55 AM,Active,9/21/2020,2
Alex,Restaurant 53,a8e86fa3-27f5-41ec-91d8-17a4c47afe09,POS Integration,1,1,95,72,95,72,1,0,0,0,31.05,30.6,1/15/2022 10:37 AM,Active,9/18/2020,1
Alex,Restaurant 1097,83d7cef9-6838-43b6-bb64-f8eab0704670,POS Integration,0,0,,,,,,,,,,,7/1/2021 9:12 AM,Canceled,5/26/2021,0
Alex,Restaurant 200,95314324-c81e-470a-8398-983001992e8b,Premium + POS,1,1,751,803,750,799,0,4,0,0,19.7,19.53,1/15/2022 4:54 AM,Active,9/17/2020,2
Alex,Restaurant 638,bdf85801-f0ab-450a-8de3-f4639741a47b,Premium,0,0,41,29,0,0,0,0,0,0,46.3,44.4,,Canceled,12/18/2020,1
Alex,Restaurant 638,5e054c93-ee89-4fd8-999b-7fc284724786,Premium,0,0,0,0,0,0,0,0,0,0,14.5,12,,Canceled,12/18/2020,0
Alex,Restaurant 638,0c51019e-24ed-486f-81b2-13a74022c79e,Premium,0,0,0,0,0,0,0,0,0,0,,30.13,,Canceled,12/18/2020,0
Alex,Restaurant 1067,80eb9766-b5af-47d7-845e-7e0da5a962bb,POS Integration,0,0,24,18,0,0,0,1,0,0,42.87,48.22,8/9/2021 8:11 AM,Active,12/16/2020,0
Alex,Restaurant 584,7039b728-351d-491c-9abf-ba8d3399c71a,Premium + POS,0,1,0,0,0,0,0,0,0,0,,31.12,12/27/2021 7:39 AM,Paused,12/22/2021,0
Alex,Restaurant 1056,9c7b97b6-878f-4007-9032-558c4c6157e9,Premium + POS,0,1,,,,,,,,,,,1/15/2022 11:00 AM,,6/30/2021,
Alex,Restaurant 1068,b995e414-5999-40e2-8798-2f2dbc883d72,Premium + POS,0,0,173,192,0,0,3,2,0,0,47.58,41.84,12/26/2021 4:36 AM,Active,7/19/2021,2
Alex,Restaurant 887,6649c2b5-8ff3-4bb0-a055-9220da4d1dd3,Premium + POS,0,1,96,95,0,0,0,0,0,0,29.82,27.69,1/15/2022 10:52 AM,Active,7/2/2021,2
Alex,Restaurant 593,0689839c-a6d6-49b7-9b11-0fc32b5379c1,Order Manager,0,0,8,13,0,0,0,0,0,0,44.78,59.7,1/12/2022 6:49 AM,Active,4/13/2021,0
Alex,Restaurant 258,e5aab71d-a960-4b0d-997a-52385a6f3292,POS Integration,0,1,101,79,0,0,0,1,0,0,44.78,41.37,10/17/2021 5:38 AM,Active,4/22/2021,2
Alex,Restaurant 1027,546f32f3-9100-4bfb-82ab-798b135305ae,Premium + POS,0,1,74,68,0,0,1,3,0,0,18.85,18.85,12/20/2021 11:05 AM,Active,9/30/2021,2
Alex,Restaurant 713,390cd973-9711-4dd6-95e0-455dcf2829cf,Premium + POS,0,1,260,246,0,0,3,1,1,0,33.7,32.48,1/15/2022 10:57 AM,Active,4/8/2021,2
Alex,Restaurant 635,8b3ec442-6ed2-4e3d-aad9-d5ce21532082,POS Integration,0,0,410,460,0,0,3,5,0,0,48,46.2,1/15/2022 7:58 AM,Active,3/17/2021,2
Alex,Restaurant 77,3137812d-663d-46ff-925e-832d5872a347,POS Integration,0,1,106,95,0,0,1,1,0,0,25.61,27.82,12/28/2021 4:25 AM,Active,4/6/2021,2
Alex,Restaurant 488,02b992f2-bef2-450d-9c4b-d60b3134c0d6,Premium + POS,0,1,187,182,0,0,2,2,0,0,24.97,24.99,10/15/2021 12:02 PM,Paused,10/1/2021,2
Alex,Restaurant 659,e094e644-a5ca-47d9-a840-877949722a14,Premium + POS,0,0,,,,,,,,,,,,Canceled,8/11/2021,0
Alex,Restaurant 659,81a37108-1135-4630-9c61-8cac539323e2,Premium + POS,0,0,,,,,,,,,,,,Canceled,8/11/2021,0
Alex,Restaurant 11,86374e06-f449-47cf-b3d3-7003d9652707,POS Integration,1,1,109,102,0,0,1,3,0,1,44.01,42.08,1/15/2022 10:48 AM,Active,10/27/2020,3
Alex,Restaurant 965,8216bac6-3d89-4f02-bd37-47437c439c3d,Order Manager,1,1,69,55,68,55,1,0,0,0,69.43,57.06,1/15/2022 9:46 AM,Active,4/8/2020,1
Alex,Restaurant 414,52fc92b6-61b8-482b-9aff-065473db8da2,Premium + POS,0,0,156,135,0,0,2,1,0,0,31.93,30,9/1/2021 5:25 AM,Canceled,4/20/2021,2
Alex,Restaurant 948,ec057cb9-ee17-4f92-83a4-c50bfc047d15,POS Integration,1,1,67,111,0,0,1,1,0,0,34.16,34.64,1/15/2022 9:44 AM,Active,10/6/2020,0
Alex,Restaurant 339,c7146bb9-ac17-411f-9f71-c35d74c1ac97,POS Integration,0,0,19,29,0,0,1,1,0,0,47.18,42.53,,Canceled,11/6/2020,0
Alex,Restaurant 930,b6632aae-80a5-4a03-a34f-d73370ddead1,POS Integration,0,1,54,31,0,0,5,2,0,0,43.39,39.79,1/15/2022 8:30 AM,Past_Due,7/9/2020,2
Alex,Restaurant 142,239f2c96-5310-4890-b8eb-f6d56c167fa2,POS Integration,0,0,0,1,0,0,0,1,0,0,30.7,25.61,,Canceled,1/23/2021,0
Alex,Restaurant 209,a6bf150d-0f2d-483d-8860-cdee7bb82f3b,POS Integration,0,0,122,149,0,0,1,0,0,0,24.38,24.45,12/21/2021 4:23 AM,Active,3/5/2021,1
Alex,Restaurant 3,737739e2-53a4-4d0c-81e5-7de2c1311db1,POS Integration,0,1,4,3,0,0,0,1,0,0,46.89,39.2,11/8/2021 1:24 AM,Active,4/23/2021,1
Alex,Restaurant 246,ff0de9dd-8f13-4b17-8eb7-1302f4990e6d,Premium + POS,0,1,0,1,0,0,0,1,0,0,14,26.5,7/20/2021 5:57 AM,Past_Due,9/3/2020,0
Alex,Restaurant 592,3836b218-9b3d-4ca5-8456-14d5d8037aed,POS Integration,0,0,,,,,,,,,,,,Canceled,11/11/2020,0
Alex,Restaurant 444,d1210357-8071-4f45-8336-b76a70e0ae2a,Premium + POS,0,0,30,22,0,0,0,1,0,0,35.78,27.43,1/14/2022 7:50 AM,Active,10/28/2020,2
Alex,Restaurant 1070,59a64753-a283-4cc3-aa06-c2baa152f591,POS Integration,0,1,0,0,0,0,0,0,0,0,,24.59,10/26/2021 6:56 AM,Active,6/30/2020,0
Alex,Restaurant 115,cb93a5bb-f652-4a07-8c6d-98ff24d5479b,POS Integration,0,1,184,229,0,0,2,5,0,0,33.52,32.86,1/15/2022 4:02 AM,Active,4/22/2021,2
Alex,Restaurant 495,7165cf02-fb5f-4ba6-ba6b-ffc44e544007,Premium + POS,1,1,172,178,0,0,6,3,0,0,32.75,30.24,1/15/2022 10:48 AM,Active,10/15/2020,2
Alex,Restaurant 573,d561dc59-3fc4-4d62-b865-62ebd020993e,POS Integration,1,1,65,76,64,76,2,9,0,0,60.21,57.64,1/15/2022 10:46 AM,Active,11/18/2020,2
Alex,Restaurant 357,7d3998d3-6531-44b5-ba21-403413b9ef49,Premium + POS,0,1,49,35,0,0,0,0,0,0,38.23,36.2,1/15/2022 6:38 AM,Active,9/1/2021,2
Alex,Restaurant 124,732e4d9d-480a-401a-af8a-3c1f44c47cdc,POS Integration,0,1,,,,,,,,,,,,Active,9/21/2020,0
Alex,Restaurant 1139,b4416c4a-8343-4bcf-9ab9-58b97e3a4e35,POS Integration,0,1,24,29,0,0,0,1,0,0,29.23,25.5,,Canceled,8/21/2020,1
Alex,Restaurant 894,20db0655-1f98-4899-a5a8-98e11e871484,POS Integration,0,1,237,259,0,0,3,4,0,0,23.04,22.1,1/15/2022 10:44 AM,Active,8/19/2020,2
Alex,Restaurant 420,258f7119-0e1b-402c-8c37-5c5a9f81086f,POS Integration,0,0,121,112,0,0,0,1,0,0,26.86,27.12,,Active,3/29/2021,2
Alex,Restaurant 490,59170361-a0b7-4beb-87ec-9822ef2204f7,POS Integration,0,1,125,116,0,0,2,1,0,0,49.84,44.17,1/15/2022 10:39 AM,,2/15/2021,2
Alex,Restaurant 1036,59afdc86-2730-43df-a86c-9aa3b3b0c58e,POS Integration,1,0,7,10,7,10,0,0,0,0,31.59,35.56,11/13/2021 5:39 AM,Active,2/11/2021,2
Alex,Restaurant 814,11cec6cd-0e43-457d-aabe-b50c480938ec,POS Integration,0,0,185,165,0,0,0,1,0,0,25.64,23.84,1/14/2022 11:56 AM,Active,3/25/2021,3
Alex,Restaurant 963,a776d274-81a5-4fe1-9085-218f805a91d1,Premium + POS,0,1,0,0,0,0,0,0,0,0,,31.33,10/7/2021 9:01 PM,Paused,1/27/2021,0
Alex,Restaurant 236,5ebd6915-02ec-44ea-901e-15f85440dc57,POS Integration,1,1,253,231,0,0,0,1,0,0,28.58,25.09,1/15/2022 10:42 AM,Active,4/7/2021,2
Alex,Restaurant 222,0a518b21-d1ba-4494-baad-bfa6c7efe9c6,POS Integration,1,1,55,71,55,70,0,0,0,0,35.35,32.12,1/15/2022 10:57 AM,Active,3/15/2021,2
Alex,Restaurant 1107,a674f0c1-11c9-4ddf-899f-7f45b897e732,Order Manager,1,1,1756,1570,0,0,12,10,0,0,32.98,32.59,1/15/2022 10:23 AM,Active,4/17/2020,2
Alex,Restaurant 295,3a4a26ed-bd94-4117-a91a-84f029257b61,Premium + POS,0,1,251,295,216,294,8,15,0,0,27.97,25.98,1/15/2022 10:56 AM,Active,8/24/2020,3
Alex,Restaurant 640,9a5fd49d-619e-43a7-b9fc-35c8c8a4450e,Premium + POS,0,1,677,689,0,0,5,2,0,0,24.98,24.11,1/15/2022 10:38 AM,Active,4/26/2021,2
Alex,Restaurant 172,05fc9df2-8e67-48d7-a5f4-e4fbbdd583be,Order Manager,1,1,57,35,0,0,1,1,0,0,32.26,29.48,8/8/2021 2:46 AM,Canceled,4/17/2020,0
Alex,Restaurant 429,1806be5e-014b-4606-8430-49332f6f99a9,POS Integration,0,1,0,0,0,0,0,0,0,0,,12.24,9/28/2021 1:51 AM,Canceled,3/5/2021,0
Alex,Restaurant 1082,2f9aa917-d514-43d4-b440-098fe3babdf2,Premium,0,0,64,75,63,74,1,2,0,0,31.89,34.32,1/15/2022 10:45 AM,,5/7/2019,2
Alex,Restaurant 1085,b02f24de-d27c-4ab8-8cc3-529c1df57713,Premium + POS,1,1,,,,,,,,,,,1/12/2022 8:58 AM,Canceled,4/14/2021,0
Alex,Restaurant 938,a3f3c0d3-b4db-46ba-b48f-d77f64d929c7,Premium + POS,0,0,507,489,0,0,16,6,0,0,43.42,43.62,,,2/17/2020,2
Alex,Restaurant 938,f59a2609-381f-4294-b3d1-a3a1202ce8d9,Premium + POS,0,0,554,617,0,0,5,8,0,0,41.44,38.69,,Canceled,12/30/2019,1
Alex,Restaurant 938,5168608d-59c7-42ab-89eb-d94648a13823,Premium + POS,0,0,91,113,0,0,1,0,0,0,37.9,36.47,,,12/30/2019,1
Alex,Restaurant 948,1cc83d92-aa8c-4a7b-a975-f0881e3144f1,POS Integration,1,1,103,130,0,0,2,0,0,0,36.06,33.58,12/27/2021 7:42 AM,Active,10/6/2020,0
Alex,Restaurant 825,f0fb49f2-0d20-4d76-a8fc-e53e738bfe92,Order Manager,1,1,19,11,19,11,1,0,0,0,18.1,16.54,1/15/2022 6:16 AM,Canceled,4/17/2020,0
Alex,Restaurant 938,9ae59295-a862-40f6-98db-f1c64b06d9cd,Premium + POS,0,0,251,309,0,0,6,5,0,0,45.12,45.57,8/27/2021 12:28 AM,Canceled,2/17/2020,1
Alex,Restaurant 466,1ad7a051-d432-44b6-a98e-c9d7d8fa147a,Premium + POS,1,1,433,375,0,0,4,7,0,0,22.9,21.6,1/15/2022 2:28 AM,Active,4/24/2020,2
Alex,Restaurant 938,ee7a08fe-cf16-4065-8561-a479b413653f,Order Manager,0,0,0,1,0,0,0,0,0,0,31.34,35.65,,Canceled,2/17/2020,0
Alex,Restaurant 938,bb27d983-c8e9-4a6f-88a7-fd5e82c9ac59,Order Manager,0,0,182,176,0,0,3,1,0,0,40.74,36.48,,Canceled,2/17/2020,2
Alex,Restaurant 612,775f8132-690d-44aa-874f-b5a66c82d553,Order Manager,1,1,9,13,0,0,0,0,0,0,59.83,47.7,,Canceled,4/17/2020,2
Alex,Restaurant 1075,c01604d6-4962-4d56-a0de-bbdc7799c4c8,POS Integration,0,1,61,105,0,0,0,1,0,0,46.72,41.35,,Active,9/9/2020,1
Alex,Restaurant 717,988c1611-c70b-4c6d-a973-cd7c5473fffb,Order Manager,0,1,20,13,0,0,4,5,0,0,95.89,83.94,1/15/2022 10:52 AM,Active,4/15/2020,2
Alex,Restaurant 717,4df649d0-b160-490d-a660-22ddec1c8107,Order Manager,0,1,,,,,,,,,,,,Canceled,,
Alex,Restaurant 198,60ee55b7-1759-4fa6-9b93-de720b1ab437,Premium + POS,1,1,7,4,0,0,0,1,0,0,35.26,35,1/3/2022 12:45 PM,Active,9/1/2021,2
Alex,Restaurant 256,1d8b0560-4409-456d-b95e-a3a17acb3106,Premium + POS,0,1,61,78,0,0,2,1,0,0,49.59,40.88,1/15/2022 10:05 AM,Active,8/25/2021,2
Alex,Restaurant 890,31159bf3-7537-48e3-9b6f-60803bb672f1,POS Integration,0,1,178,265,0,0,0,5,0,0,26.33,25.63,11/3/2021 7:47 AM,Canceled,6/15/2020,1
Alex,Restaurant 83,fc5fa389-cb00-48eb-83dc-42995e57fcfc,POS Integration,0,1,141,130,0,0,1,2,0,0,20.42,19.13,1/15/2022 10:20 AM,Active,12/11/2020,2
Alex,Restaurant 370,d2a14ca3-348c-4ca9-832a-bc3409877969,Premium + POS,0,0,0,0,0,0,0,0,0,0,,32.55,1/2/2022 5:13 AM,Active,8/31/2021,2
Alex,Restaurant 670,8ce7ea02-b81c-4eb6-9292-2f95ea126b9d,POS Integration,0,1,,,,,,,,,,,,Active,4/15/2021,0
Alex,Restaurant 27,d17170ea-2b8a-4532-8dfe-b39cc01b2e17,POS Integration,0,1,236,260,0,0,1,2,0,0,40.94,39.71,1/15/2022 10:08 AM,Active,2/22/2021,1
Alex,Restaurant 866,c1e40db3-962d-4ef8-b788-468eb61a61ef,POS Integration,0,0,0,0,0,0,0,0,0,0,29.42,25.64,11/4/2021 9:06 AM,Active,4/2/2021,0
Alex,Restaurant 634,2613d413-3200-4c67-b697-08085e6299d0,POS Integration,0,0,411,424,0,0,3,4,0,0,36.95,36.46,,Active,3/23/2021,2
Alex,Restaurant 95,cefdf53d-1b33-4469-b077-8464fce076df,Premium + POS,0,0,444,460,0,0,3,10,0,0,61.96,55.55,1/15/2022 10:28 AM,Active,3/16/2021,2
Alex,Restaurant 732,7cab6f5f-47c9-4c12-9744-2a42c67ee0ae,POS Integration,0,0,0,48,0,0,0,1,0,0,24.65,22.77,1/5/2022 3:30 AM,,3/19/2021,0
Alex,Restaurant 208,fe69760c-844d-45f8-a5a8-16329b79968b,Order Manager,1,0,4,4,4,4,3,4,0,0,31.73,26.29,12/12/2021 12:38 PM,Active,3/12/2021,1
Alex,Restaurant 354,c2f116e2-3472-4ede-901f-577472d9ccfb,POS Integration,0,0,292,240,0,0,3,5,0,0,52.49,47.84,1/15/2022 10:20 AM,Active,3/17/2021,2
Alex,Restaurant 128,96413a20-3d53-4e9c-900b-3155f1913126,POS Integration,0,1,170,193,0,0,5,7,0,0,48.77,43.59,9/2/2021 5:05 PM,Active,3/23/2021,2
Alex,Restaurant 22,a4d9e197-8506-40cc-8a5c-103ab82adb8d,POS Integration,0,1,73,82,0,0,0,0,0,0,32.34,33.47,10/25/2021 11:47 AM,Canceled,4/28/2021,1
Alex,Restaurant 978,524217f7-2407-4331-81ac-85b79c86f666,Premium + POS,0,0,23,11,0,0,2,0,0,0,37.98,34.13,12/13/2021 3:49 AM,Active,6/7/2021,2
Alex,Restaurant 7,74f4a842-8ec5-413e-90f9-b9f1386eaa6f,Premium + POS,1,1,281,234,0,0,2,0,0,0,25.16,24.72,1/15/2022 10:59 AM,Active,9/2/2021,1
Alex,Restaurant 71,0ce6fd03-5588-48af-aff2-0e56237d79b6,Premium + POS,0,1,,,,,,,,,,,,Canceled,4/26/2021,0
Alex,Restaurant 949,52dd4714-6392-4e34-9cf4-cf5aaa28050a,Premium,0,0,407,325,392,323,3,8,0,0,27.08,27.51,1/15/2022 10:59 AM,Active,10/16/2020,2
Alex,Restaurant 148,cd06ced3-538b-4da4-b2be-eab0c9cc3ea9,POS Integration,0,1,102,137,0,0,3,7,0,0,37.14,35,7/19/2021 11:44 AM,Canceled,1/24/2021,2
Alex,Restaurant 704,559b18b4-b33c-4a78-82cf-2df5ddcd8269,POS Integration,0,1,0,0,0,0,0,0,0,0,,,10/17/2021 11:50 AM,Active,12/9/2020,0
Alex,Restaurant 427,7bde614c-f8d6-4691-8b5a-56362fa3d01a,Premium + POS,0,0,69,84,68,84,1,1,0,0,14.84,21.86,1/15/2022 9:24 AM,Active,5/24/2021,3
Alex,Restaurant 856,0a9d0ac3-4936-429e-8732-57ba0fe921cf,Order Manager,1,1,124,79,0,0,0,0,0,0,56.25,62.14,,Canceled,4/1/2020,1
Alex,Restaurant 856,00cccff4-9f36-4ee3-b8e7-54f1407978ba,Order Manager,2,1,,,,,,,,,,,,Canceled,4/3/2020,0
